"id","scientificName","names_wo_author","est"
31029,"Inga thibaudiana subsp. russotomentella (Malme) T.D.Penn.","Inga thibaudiana","MG"
31037,"Leucochloron foederale (Barneby & J.W.Grimes) Barneby & J.W.Grimes","Leucochloron foederale","MG"
31038,"Leucochloron incuriale (Vell.) Barneby & J.W.Grimes","Leucochloron incuriale","MG/ES"
31039,"Leucochloron minarum (Glaz. ex Harms) Barneby & J.W.Grimes","Leucochloron minarum","MG"
31042,"Mimosa acroconica Barneby","Mimosa acroconica","MG"
31053,"Mimosa adenotricha Benth.","Mimosa adenotricha","MG"
31078,"Mimosa bispiculata Barneby","Mimosa bispiculata","MG"
31104,"Mimosa claussenii Benth.","Mimosa claussenii","MG"
31111,"Mimosa claussenii var. prorsiseta Barneby","Mimosa claussenii","MG"
31118,"Mimosa cubatanensis Hoehne","Mimosa cubatanensis","MG"
31126,"Mimosa decorticans Barneby","Mimosa decorticans","MG"
31318,"Mimosa regnellii Benth.","Mimosa regnellii","MG"
31387,"Piptadenia gonoacantha (Mart.) J.F.Macbr.","Piptadenia gonoacantha","MG/ES"
31440,"Sorocea bonplandii (Baill.) W.C.Burger et al.","Sorocea bonplandii","MG/ES"
31453,"Cybianthus boissieri A.DC.","Cybianthus boissieri","MG"
31457,"Cybianthus goyazensis Mez","Cybianthus goyazensis","MG"
31458,"Cybianthus lagoensis Mez","Cybianthus lagoensis","MG"
31542,"Myrcia bella Cambess.","Myrcia bella","MG"
31591,"Myrcia lenheirensis Kiaersk.","Myrcia lenheirensis","MG/ES"
31652,"Psidium rufum var. widgrenianum (O.Berg) Proença","Psidium rufum","MG"
31716,"Ouratea parviflora (A.DC.) Baill.","Ouratea parviflora","MG/ES"
31722,"Ouratea spectabilis (Mart.) Engl.","Ouratea spectabilis","MG"
32470,"Coccoloba salicifolia Wedd.","Coccoloba salicifolia","MG/ES"
32479,"Euplassa legalis (Vell.) I.M.Johnst. var. legalis","Euplassa legalis","MG"
32480,"Euplassa organensis subsp. laxiflora (Meisn.) Plana","Euplassa organensis","MG"
32505,"Prunus brasiliensis (Cham. & Schltdl.) D.Dietr.","Prunus brasiliensis","MG/ES"
32506,"Prunus chamissoana Koehne","Prunus chamissoana","MG"
32552,"Chomelia pohliana Müll.Arg.","Chomelia pohliana","MG"
32557,"Condaminea corymbosa (Ruiz & Pav.) A.DC.","Condaminea corymbosa","MG"
32611,"Ladenbergia cujabensis Klotzsch","Ladenbergia cujabensis","MG"
32641,"Psychotria formosa Cham. & Schltdl.","Psychotria formosa","MG"
32644,"Psychotria lagoensis Müll.Arg.","Psychotria lagoensis","MG"
32703,"Allophylus puberulus (Cambess.) Radlk.","Allophylus puberulus","MG/ES"
32708,"Cupania concolor Radlk.","Cupania concolor","MG"
32712,"Cupania moraesiana Guarim","Cupania moraesiana","MG"
32713,"Cupania platycarpa Radlk.","Cupania platycarpa","MG/ES"
32715,"Cupania rubiginosa (Poir.) Radlk.","Cupania rubiginosa","MG"
32716,"Cupania tenuivalvis Radlk.","Cupania tenuivalvis","MG"
32717,"Cupania vernalis Cambess.","Cupania vernalis","MG/ES"
32718,"Diatenopteryx sorbifolia Radlk.","Diatenopteryx sorbifolia","MG"
32720,"Matayba elaeagnoides Radlk.","Matayba elaeagnoides","MG"
32721,"Matayba marginata Radlk.","Matayba marginata","MG"
32722,"Matayba mollis Radlk.","Matayba mollis","MG"
32760,"Chrysophyllum marginatum subsp. tomentosum (Miq.) T.D.Penn.","Chrysophyllum marginatum","MG"
32763,"Pouteria torta (Mart.) Radlk. subsp. torta","Pouteria torta","MG"
32765,"Sideroxylon obtusifolium (Roem. & Schult.) T.D.Penn. subsp. obtusifolium","Sideroxylon obtusifolium","MG/ES"
32912,"Styrax pauciflorus A.DC.","Styrax pauciflorus","MG"
32915,"Symplocos glaberrima Gontsch.","Symplocos glaberrima","MG"
32918,"Symplocos nitens (Pohl) Benth. var. nitens","Symplocos nitens","MG"
32929,"Luehea crispa Krapov.","Luehea crispa","MG/ES"
33309,"Callisthene erythroclada Warm.","Callisthene erythroclada","MG"
33310,"Callisthene major Mart. var. major","Callisthene major","MG"
33311,"Callisthene major var. pilosa Warm.","Callisthene major","MG"
33314,"Qualea cordata Spreng. var. cordata","Qualea cordata","MG"
33315,"Qualea dichotoma var. elongata (Warm.) Stafleu","Qualea dichotoma","MG"
33319,"Qualea lundii (Warm.) Warm.","Qualea lundii","MG"
33321,"Qualea multiflora subsp. pubescens (Mart.) Stafleu","Qualea multiflora","MG"
33326,"Vochysia laurifolia Warm.","Vochysia laurifolia","MG/ES"
33332,"Vochysia rufa var. brevipetiolata Warm.","Vochysia rufa","MG"
33333,"Vochysia rufa var. sericea (Pohl) Warm.","Vochysia rufa","MG"
33677,"Laxoplumeria baehniana Monach.","Laxoplumeria baehniana","MG/ES"
33737,"Nerium oleander L.","Nerium oleander","MG/ES"
33971,"Araucaria angustifolia (Bertol.) Kuntze","Araucaria angustifolia","MG"
34664,"Couepia venosa Prance","Couepia venosa","MG"
34767,"Licania riedelii Prance","Licania riedelii","MG"
34782,"Parinari brasiliensis (Schott) Hook.f.","Parinari brasiliensis","MG/ES"
35649,"Alchornea glandulosa subsp. iricurana (Casar.) Secco","Alchornea glandulosa","MG/ES"
35652,"Alchornea sidifolia Müll.Arg.","Alchornea sidifolia","MG"
35663,"Algernonia leandrii (Baill.) G.L.Webster","Algernonia leandrii","MG/ES"
35727,"Cnidoscolus froesii (Croizat) Fern.Casas","Cnidoscolus froesii","MG"
35730,"Cnidoscolus hamosus Pohl","Cnidoscolus hamosus","MG/ES"
35760,"Croton alchorneicarpus Croizat","Croton alchorneicarpus","MG"
35811,"Croton eichleri Müll.Arg.","Croton eichleri","MG"
35866,"Croton medusae Müll. Arg.","Croton medusae","MG/ES"
35886,"Croton organensis Baill.","Croton organensis","MG"
35904,"Croton pseudopopulus Baill.","Croton pseudopopulus","MG"
35918,"Croton rottlerifolius Baill.","Croton rottlerifolius","MG"
35971,"Croton vulnerarius Baill.","Croton vulnerarius","MG"
36094,"Gymnanthes widgrenii Müll.Arg.","Gymnanthes widgrenii","MG"
36143,"Manihot grahamii Hook.","Manihot grahamii","MG"
36196,"Pera furfuracea Müll.Arg.","Pera furfuracea","MG/ES"
36246,"Stillingia oppositifolia Baill. ex Müll.Arg.","Stillingia oppositifolia","MG"
36513,"Cornutia australis Moldenke","Cornutia australis","MG"
36514,"Cornutia australis Moldenke var. australis","Cornutia australis","MG"
36608,"Vitex agnus-castus L.","Vitex agnus-castus","MG/ES"
36612,"Vitex capitata Vahl","Vitex capitata","MG"
36617,"Vitex flavens Kunth","Vitex flavens","MG"
36905,"Eugenia capparidifolia DC.","Eugenia capparidifolia","MG"
36949,"Eugenia longipedunculata Nied.","Eugenia longipedunculata","MG/ES"
36964,"Eugenia paracatuana O.Berg","Eugenia paracatuana","MG"
37035,"Myrcia aethusa (O.Berg) N.Silveira","Myrcia aethusa","MG/ES"
37045,"Myrcia bicarinata (O.Berg) D.Legrand","Myrcia bicarinata","MG"
37100,"Myrcia nitida Cambess.","Myrcia nitida","MG"
37112,"Myrcia reticulata Cambess.","Myrcia reticulata","MG"
37122,"Myrcia subalpestris DC.","Myrcia subalpestris","MG/ES"
37124,"Myrcia tortuosa (O.Berg) N.Silveira","Myrcia tortuosa","MG"
37142,"Plinia peruviana (Poir.) Govaerts","Plinia peruviana","MG/ES"
37162,"Syzygium jambos (L.) Alston","Syzygium jambos","MG/ES"
38457,"Astrocasia jacobinensis (Müll.Arg.) G.L.Webster","Astrocasia jacobinensis","MG"
38471,"Gonatogyne brasiliensis (Baill.) Müll.Arg.","Gonatogyne brasiliensis","MG"
38473,"Hyeronima alchorneoides Allemão","Hyeronima alchorneoides","MG"
38475,"Hyeronima oblonga (Tul.) Müll.Arg.","Hyeronima oblonga","MG/ES"
38479,"Margaritaria nobilis L.f.","Margaritaria nobilis","MG/ES"
38528,"Phyllanthus juglandifolius Willd.","Phyllanthus juglandifolius","MG"
38557,"Phyllanthus riedelianus Müll.Arg.","Phyllanthus riedelianus","MG"
38579,"Richeria grandis Vahl","Richeria grandis","MG"
38584,"Savia dictyocarpa Müll.Arg.","Savia dictyocarpa","MG"
38586,"Piranhea securinega Radcl.-Sm. & Ratter","Piranhea securinega","MG"
38637,"Paradrypetes ilicifolia Kuhlm.","Paradrypetes ilicifolia","MG/ES"
38639,"Alibertia edulis (Rich.) A.Rich. var. edulis","Alibertia edulis","MG"
38677,"Chomelia bella (Standl.) Steyerm.","Chomelia bella","MG"
38687,"Chomelia tristis Müll.Arg.","Chomelia tristis","MG/ES"
38700,"Cordiera macrophylla (K.Schum.) Kuntze","Cordiera macrophylla","MG"
38870,"Guettarda hypoglauca Standl.","Guettarda hypoglauca","MG"
38974,"Molopanthera paniculata var. burchellii (Hook.f.) K.Schum.","Molopanthera paniculata","MG"
38975,"Molopanthera paniculata Turcz. var. paniculata","Molopanthera paniculata","MG/ES"
39055,"Posoqueria fragrantissima Linden & André","Posoqueria fragrantissima","MG"
39293,"Rudgea jasminoides (Cham.) Müll.Arg. subsp. jasminoides","Rudgea jasminoides","MG"
39318,"Rudgea viburnoides (Cham.) Benth. subsp. viburnoides","Rudgea viburnoides","MG"
39344,"Simira rubra (Mart.) Steyerm.","Simira rubra","MG/ES"
39655,"Duranta vestita Cham.","Duranta vestita","MG"
40978,"Aspidosperma melanocalyx Müll.Arg.","Aspidosperma melanocalyx","MG/ES"
41005,"Aspidosperma refractum Mart. & Zucc.","Aspidosperma refractum","MG"
41025,"Aspidosperma verbascifolium Müll.Arg.","Aspidosperma verbascifolium","MG"
43242,"Didymopanax angustissimus Marchal","Didymopanax angustissimus","MG"
43260,"Didymopanax macrocarpus (Cham. & Schltdl.) Seem.","Didymopanax macrocarpus","MG"
43266,"Didymopanax morototoni (Aubl.) Decne. & Planch.","Didymopanax morototoni","MG/ES"
48281,"Clethra scabra var. laevigata (Meisn.) Sleumer","Clethra scabra","MG/ES"
54324,"Caryodendron grandifolium (Müll.Arg.) Pax","Caryodendron grandifolium","MG/ES"
54583,"Croton echinocarpus Müll. Arg.","Croton echinocarpus","MG/ES"
55510,"Gymnanthes klotzschiana Müll.Arg.","Gymnanthes klotzschiana","MG/ES"
55524,"Gymnanthes schottiana Müll.Arg.","Gymnanthes schottiana","MG"
56593,"Pera anisotricha Müll. Arg.","Pera anisotricha","MG/ES"
63848,"Psidium hians Mart. ex DC.","Psidium hians","MG"
63978,"Psidium turbinatum Mattos","Psidium turbinatum","MG"
78382,"Tovomita glazioviana Engl.","Tovomita glazioviana","MG"
78449,"Cinnamomum caratingae Vattimo-Gil","Cinnamomum caratingae","MG"
78489,"Persea fulva var. strigosifolia L.E.Kopp","Persea fulva","MG"
78518,"Bauhinia glaziovii Taub.","Bauhinia glaziovii","MG"
78656,"Copaifera lucens Dwyer","Copaifera lucens","MG/ES"
78687,"Dimorphandra wilsonii Rizzini","Dimorphandra wilsonii","MG"
78823,"Tachigali aurea Tul.","Tachigali aurea","MG"
78913,"Mimosa laticifera Rizzini & A.Mattos","Mimosa laticifera","MG"
78926,"Mimosa pteridifolia Benth.","Mimosa pteridifolia","MG"
78976,"Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Pseudopiptadenia bahiana","MG"
78977,"Pseudopiptadenia brenanii G.P.Lewis & M.P.Lima","Pseudopiptadenia brenanii","MG"
79037,"Dalbergia cearensis Ducke","Dalbergia cearensis","MG"
79057,"Diplotropis incexis Rizzini & A.Mattos","Diplotropis incexis","MG/ES"
79070,"Goniorrhachis marginata Taub.","Goniorrhachis marginata","MG/ES"
79084,"Hymenolobium janeirense Kuhlm.","Hymenolobium janeirense","MG/ES"
79093,"Luetzelburgia andrade-limae H.C.Lima","Luetzelburgia andrade-limae","MG"
79127,"Ormosia vicosana Rudd","Ormosia vicosana","MG/ES"
79153,"Vatairea heteroptera (Allemão) Ducke","Vatairea heteroptera","MG/ES"
79742,"Ampelocera glabra Kuhlm.","Ampelocera glabra","MG/ES"
79774,"Callisthene castellanosii H.F.Martins","Callisthene castellanosii","MG"
79933,"Sambucus nigra L.","Sambucus nigra","MG/ES"
80029,"Mangifera indica L.","Mangifera indica","MG/ES"
80635,"Eremanthus glomerulatus Less.","Eremanthus glomerulatus","MG"
81279,"Cordia magnoliifolia Cham.","Cordia magnoliifolia","MG"
81458,"Protium dawsonii Cuatrec.","Protium dawsonii","MG"
82544,"Abarema brachystachya (DC.) Barneby & J.W.Grimes","Abarema brachystachya","MG/ES"
82614,"Albizia inundata (Mart.) Barneby & J.W.Grimes","Albizia inundata","MG/ES"
82618,"Albizia pedicellaris (DC.) L.Rico","Albizia pedicellaris","MG/ES"
82634,"Anadenanthera peregrina (L.) Speg. var. peregrina","Anadenanthera peregrina","MG"
82659,"Bauhinia cheilantha (Bong.) Steud.","Bauhinia cheilantha","MG"
82666,"Bauhinia forficata Link","Bauhinia forficata","MG/ES"
82672,"Bauhinia longifolia (Bong.) Steud.","Bauhinia longifolia","MG/ES"
82681,"Bauhinia pulchella Benth.","Bauhinia pulchella","MG"
82684,"Bauhinia rufa (Bong.) Steud.","Bauhinia rufa","MG"
82693,"Bauhinia ungulata L. var. ungulata","Bauhinia ungulata","MG"
82785,"Cassia ferruginea (Schrad.) Schrad. ex DC.","Cassia ferruginea","MG/ES"
82791,"Cassia grandis L.f.","Cassia grandis","MG"
82870,"Cenostigma macrophyllum Tul.","Cenostigma macrophyllum","MG"
82895,"Chamaecrista eitenorum (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista eitenorum","MG"
82896,"Chamaecrista ensiformis (Vell.) H.S.Irwin & Barneby","Chamaecrista ensiformis","MG/ES"
82906,"Chamaecrista multiseta (Benth.) H.S.Irwin & Barneby","Chamaecrista multiseta","MG"
82941,"Chloroleucon foliolosum (Benth.) G.P.Lewis","Chloroleucon foliolosum","MG"
82969,"Copaifera oblongifolia var. comosa Dwyer","Copaifera oblongifolia","MG"
82976,"Copaifera trapezifolia Hayne","Copaifera trapezifolia","MG"
82999,"Cyclolobium brasiliense Benth.","Cyclolobium brasiliense","MG"
83082,"Dimorphandra gardneriana Tul.","Dimorphandra gardneriana","MG"
83086,"Dimorphandra mollis Benth.","Dimorphandra mollis","MG"
83136,"Diptychandra aurantiaca Tul.","Diptychandra aurantiaca","MG/ES"
83154,"Enterolobium contortisiliquum (Vell.) Morong","Enterolobium contortisiliquum","MG/ES"
83156,"Enterolobium gummiferum (Mart.) J.F.Macbr.","Enterolobium gummiferum","MG"
83158,"Enterolobium timbouva Mart.","Enterolobium timbouva","MG"
83203,"Hymenaea martiana Hayne","Hymenaea martiana","MG"
83206,"Hymenaea stigonocarpa Mart. ex Hayne","Hymenaea stigonocarpa","MG"
83236,"Inga flagelliformis (Vell.) Mart.","Inga flagelliformis","MG/ES"
83263,"Inga sessilis (Vell.) Mart.","Inga sessilis","MG/ES"
83280,"Leptolobium elegans Vogel","Leptolobium elegans","MG"
83326,"Machaerium punctatum (Poir.) Pers.","Machaerium punctatum","MG"
83459,"Mimosa schomburgkii Benth.","Mimosa schomburgkii","MG/ES"
83492,"Myrocarpus fastigiatus Allemão","Myrocarpus fastigiatus","MG/ES"
83493,"Myrocarpus frondosus Allemão","Myrocarpus frondosus","MG/ES"
83555,"Parkinsonia aculeata L.","Parkinsonia aculeata","MG/ES"
83557,"Peltogyne confertiflora (Mart. ex Hayne) Benth.","Peltogyne confertiflora","MG/ES"
83567,"Peltophorum dubium (Spreng.) Taub.","Peltophorum dubium","MG/ES"
83589,"Piptadenia paniculata Benth.","Piptadenia paniculata","MG/ES"
83636,"Plathymenia reticulata Benth.","Plathymenia reticulata","MG/ES"
83647,"Pseudopiptadenia leptostachya (Benth.) Rauschert","Pseudopiptadenia leptostachya","MG"
83691,"Senna alata (L.) Roxb.","Senna alata","MG/ES"
83717,"Senna siamea (Lam.) H.S.Irwin & Barneby","Senna siamea","MG"
83727,"Sesbania sesban (L.) Merr.","Sesbania sesban","MG/ES"
83734,"Stryphnodendron coriaceum Benth.","Stryphnodendron coriaceum","MG"
83739,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum","MG/ES"
83743,"Stryphnodendron rotundifolium Mart.","Stryphnodendron rotundifolium","MG"
84081,"Humiria balsamifera var. guianensis (Benth.) Cuatrec.","Humiria balsamifera","MG"
84408,"Persea americana Mill. var. americana","Persea americana","MG/ES"
85042,"Sterculia striata A.St.-Hil. & Naudin","Sterculia striata","MG/ES"
85273,"Huberia laurina DC.","Huberia laurina","MG"
85550,"Azadirachta indica A.Juss.","Azadirachta indica","MG/ES"
85590,"Swietenia mahagoni ( L.) Jacq.","Swietenia mahagoni","MG"
85592,"Toona ciliata M.Roem.","Toona ciliata","MG/ES"
85711,"Artocarpus altilis (Parkinson) Fosberg","Artocarpus altilis","MG/ES"
85712,"Artocarpus heterophyllus Lam.","Artocarpus heterophyllus","MG/ES"
85919,"Cybianthus minutiflorus Mez","Cybianthus minutiflorus","MG"
86017,"Syzygium cumini (L.) Skeels","Syzygium cumini","MG/ES"
87434,"Eriobotrya japonica (Thunb.) Lindl.","Eriobotrya japonica","MG/ES"
87533,"Palicourea racemosa (Aubl.) G.Nicholson","Palicourea racemosa","MG/ES"
87727,"Allophylus peruvianus Radlk.","Allophylus peruvianus","MG"
87733,"Cupania hirsuta Radlk.","Cupania hirsuta","MG"
87751,"Matayba grandis Radlk.","Matayba grandis","MG"
87762,"Matayba stenodictya Radlk.","Matayba stenodictya","MG"
87873,"Toulicia patentinervis Radlk.","Toulicia patentinervis","MG/ES"
87883,"Chrysophyllum cainito L.","Chrysophyllum cainito","MG/ES"
87918,"Manilkara zapota (L.) P.Royen","Manilkara zapota","MG/ES"
88028,"Siparuna poeppigii (Tul.) A.DC.","Siparuna poeppigii","MG"
88126,"Styrax lancifolius Klotzsch ex Seub.","Styrax lancifolius","MG"
88145,"Laplacea fruticosa (Schrad.) Kobuski","Laplacea fruticosa","MG/ES"
90853,"Alsophila capensis subsp. polypodioides (Sw.) D.S.Conant","Alsophila capensis","MG"
90858,"Alsophila setosa Kaulf.","Alsophila setosa","MG/ES"
90859,"Alsophila sternbergii (Sternb.) D.S.Conant","Alsophila sternbergii","MG/ES"
90876,"Cyathea dichromatolepis (Fée) Domin","Cyathea dichromatolepis","MG/ES"
90905,"Cyathea rufa (Fée) Lellinger","Cyathea rufa","MG/ES"
90947,"Dicksonia sellowiana Hook.","Dicksonia sellowiana","MG/ES"
100878,"Bauhinia ovata (Bong.) Vogel","Bauhinia ovata","MG/ES"
100888,"Martiodendron mediterraneum (Mart. ex Benth.) R.C.Koeppen","Martiodendron mediterraneum","MG"
100909,"Tachigali friburgensis (Harms) L.G.Silva & H.C.Lima","Tachigali friburgensis","MG/ES"
100910,"Tachigali paratyensis (Vell.) H.C.Lima","Tachigali paratyensis","MG/ES"
100911,"Tachigali pilgeriana (Harms) Oliveira-Filho","Tachigali pilgeriana","MG/ES"
100912,"Tachigali rugosa (Mart. ex Benth.) Zarucchi & Pipoly","Tachigali rugosa","MG/ES"
100914,"Tachigali vulgaris L.G.Silva & H.C.Lima","Tachigali vulgaris","MG"
100917,"Abarema villosa Iganci & M.P.Morim","Abarema villosa","MG/ES"
100920,"Calliandra tweedii Benth.","Calliandra tweedii","MG/ES"
100922,"Enterolobium glaziovii (Benth.) Mesquita","Enterolobium glaziovii","MG/ES"
100923,"Enterolobium monjollo (Vell.) Mart.","Enterolobium monjollo","MG/ES"
100926,"Inga cabelo T.D.Penn.","Inga cabelo","MG/ES"
100928,"Inga cordistipula Mart.","Inga cordistipula","MG/ES"
100933,"Inga lenticellata Benth.","Inga lenticellata","MG"
100936,"Inga platyptera Benth.","Inga platyptera","MG/ES"
100938,"Inga schinifolia Benth.","Inga schinifolia","MG"
100964,"Mimosa myuros Barneby","Mimosa myuros","MG"
100978,"Mimosa scabrella Benth.","Mimosa scabrella","MG"
100998,"Senegalia bahiensis (Benth.) Seigler & Ebinger","Senegalia bahiensis","MG/ES"
101000,"Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger","Senegalia giganticarpa","MG/ES"
101002,"Senegalia kallunkiae (J.W.Grimes & Barneby) Seigler & Ebinger","Senegalia kallunkiae","MG/ES"
101004,"Senegalia langsdorffii (Benth.) Seigler & Ebinger","Senegalia langsdorffii","MG/ES"
101007,"Senegalia martii (Benth.) Seigler & Ebinger","Senegalia martii","MG/ES"
101015,"Senegalia polyphylla (DC.) Britton & Rose","Senegalia polyphylla","MG/ES"
101026,"Stryphnodendron roseiflorum (Ducke) Ducke","Stryphnodendron roseiflorum","MG"
101063,"Dahlstedtia pinnata (Benth.) Malme","Dahlstedtia pinnata","MG"
101067,"Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo","Deguelia costata","MG/ES"
101102,"Leptolobium brachystachyum (Benth.) Sch.Rodr. & A.M.G.Azevedo","Leptolobium brachystachyum","MG"
101103,"Leptolobium dasycarpum Vogel","Leptolobium dasycarpum","MG"
101104,"Leptolobium glaziovianum (Harms) Sch.Rodr. & A.M.G.Azevedo","Leptolobium glaziovianum","MG"
101110,"Lonchocarpus latifolius (Willd.) DC.","Lonchocarpus latifolius","MG"
101136,"Machaerium cantarellianum Hoehne","Machaerium cantarellianum","MG/ES"
101137,"Machaerium caratinganum Kuhlm. & Hoehne","Machaerium caratinganum","MG/ES"
101150,"Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo","Machaerium ruddianum","MG/ES"
101159,"Ormosia ruddiana Yakovlev","Ormosia ruddiana","MG/ES"
101174,"Swartzia oblata R.S.Cowan","Swartzia oblata","MG/ES"
101192,"Zollernia cowanii Mansano","Zollernia cowanii","MG"
101313,"Kielmeyera tomentosa Cambess.","Kielmeyera tomentosa","MG"
101411,"Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Myrsine hermogenesii","MG/ES"
101526,"Symplocos microstyla Aranha et al.","Symplocos microstyla","MG"
101589,"Bernardinia fluminensis var. villosa (G.Schellenb.) Forero","Bernardinia fluminensis","MG"
102331,"Merianthera sipolisii (Glaz. & Cogn.) Wurdack","Merianthera sipolisii","MG"
102349,"Dendrophorbium glaziovii (Baker) C.Jeffrey","Dendrophorbium glaziovii","MG"
102363,"Swartzia submarginata (Benth.) Mansano var. submarginata","Swartzia submarginata","MG"
102365,"Swartzia submarginata var. leiogyna (Benth.) Mansano","Swartzia submarginata","MG"
102456,"Bunchosia paraguariensis Nied.","Bunchosia paraguariensis","MG"
102482,"Swartzia psilonema Harms","Swartzia psilonema","MG"
103128,"Combretum glaucocarpum Mart.","Combretum glaucocarpum","MG"
103171,"Acanthocladus pulcherrimus (Kuhlm.) J.F.B.Pastore & D.B.O.S.Cardoso","Acanthocladus pulcherrimus","MG/ES"
103225,"Sterculia curiosa (Vell.) Taroda","Sterculia curiosa","MG/ES"
103285,"Senegalia piauhiensis (Benth.) Seigler","Senegalia piauhiensis","MG"
103322,"Schwartzia adamantium (Cambess.) Bedell ex Gir.-Cañas","Schwartzia adamantium","MG"
103333,"Marcgraviastrum cuneifolium (Gardner) Bedell","Marcgraviastrum cuneifolium","MG/ES"
103377,"Croton campanulatus Caruzo & Cordeiro","Croton campanulatus","MG"
103423,"Matayba punctata (Cambess.) Radlk.","Matayba punctata","MG"
103434,"Melicoccus lepidopetalus Radlk.","Melicoccus lepidopetalus","MG"
103439,"Averrhoidium paraguaiense Radlk.","Averrhoidium paraguaiense","MG"
103470,"Vochysia discolor Warm.","Vochysia discolor","MG"
103477,"Tripterodendron filicifolium Radlk.","Tripterodendron filicifolium","MG/ES"
103478,"Vochysia rectiflora var. glabrescens Warm.","Vochysia rectiflora","MG/ES"
103503,"Sloanea hirsuta (Schott) Planch. ex Benth.","Sloanea hirsuta","MG/ES"
103869,"Vasconcellea quercifolia A.St.-Hil.","Vasconcellea quercifolia","MG/ES"
103997,"Qualea cordata var. grandifolia Warm.","Qualea cordata","MG"
104014,"Luehea rufescens A.St.-Hil.","Luehea rufescens","MG"
104183,"Chamaecrista phyllostachya (Benth.) H.S.Irwin & Barneby","Chamaecrista phyllostachya","MG"
104350,"Baccharis montana DC.","Baccharis montana","MG/ES"
104394,"Meliosma chartacea Lombardi","Meliosma chartacea","MG/ES"
104395,"Meliosma itatiaiae Urb.","Meliosma itatiaiae","MG"
104474,"Vasconcellea glandulosa A.DC.","Vasconcellea glandulosa","MG"
104490,"Vernonanthura discolor (Spreng.) H.Rob.","Vernonanthura discolor","MG/ES"
104768,"Miconia paradoxa (DC.) Triana","Miconia paradoxa","MG"
104848,"Roupala montana var. brasiliensis (Klotzsch) K.S.Edwards","Roupala montana","MG/ES"
105092,"Cyrtocymura lanuginosa (Gardner) H.Rob.","Cyrtocymura lanuginosa","MG"
105099,"Vernonanthura phaeoneura (Toledo) H.Rob.","Vernonanthura phaeoneura","MG"
105147,"Miconia paucidens DC.","Miconia paucidens","MG"
105155,"Erythrina mulungu Mart.","Erythrina mulungu","MG"
105182,"Senegalia loretensis (J.F.Macbr.) Seigler","Senegalia loretensis","MG"
105201,"Lavoisiera punctata Mart. & Schrank ex DC.","Lavoisiera punctata","MG"
105459,"Ruprechtia lundii Meisn.","Ruprechtia lundii","MG/ES"
105505,"Chamaecrista blanchetii (Benth.) Conc., L.P. Queiroz & G.P. Lewis","Chamaecrista blanchetii","MG/ES"
105506,"Chamaecrista brachystachya (Benth.) Conc., L.P. Queiroz & G.P. Lewis","Chamaecrista brachystachya","MG"
105507,"Chamaecrista decora (H.S. Irwin & Barneby) Conc., L.P. Queiroz & G.P. Lewis","Chamaecrista decora","MG"
105552,"Cordia gardneri I.M.Johnst.","Cordia gardneri","MG"
105594,"Capparidastrum frondosum (Jacq.) Cornejo & Iltis","Capparidastrum frondosum","MG/ES"
105620,"Ouratea vaccinioides (A.St.-Hil. & Tul.) Engl.","Ouratea vaccinioides","MG"
105621,"Colicodendron bahianum Cornejo & Iltis","Colicodendron bahianum","MG"
105863,"Miconia dorsaliporosa R.Goldenb. & Reginato","Miconia dorsaliporosa","MG/ES"
106108,"Ocotea calliscypha L.C.S.Assis & Mello-Silva","Ocotea calliscypha","MG"
106316,"Styrax chrysocalyx P.W.Fritsch","Styrax chrysocalyx","MG"
106517,"Styrax aureus Mart.","Styrax aureus","MG"
106843,"Tachigali subvelutina (Benth.) Oliveira-Filho","Tachigali subvelutina","MG"
106844,"Tachigali rubiginosa (Mart. ex Tul.) Oliveira-Filho","Tachigali rubiginosa","MG"
106889,"Celtis brasiliensis (Gardner) Planch.","Celtis brasiliensis","MG/ES"
106890,"Celtis iguanaea (Jacq.) Sarg.","Celtis iguanaea","MG/ES"
106894,"Trema micrantha (L.) Blume","Trema micrantha","MG/ES"
108921,"Dalbergia villosa var. barretoana (Hoehne) A.M.Carvalho","Dalbergia villosa","MG"
109117,"Miconia cinerascens Miq. var. cinerascens","Miconia cinerascens","MG"
109134,"Guibourtia chodatiana Hassl.","Guibourtia chodatiana","MG"
109157,"Drimys brasiliensis Miers subsp. brasiliensis","Drimys brasiliensis","MG"
109402,"Pterodon apparicioi Pedersoli","Pterodon apparicioi","MG"
109674,"Chronopappus bifrons (DC. ex Pers.) DC.","Chronopappus bifrons","MG"
109694,"Platypodium elegans Vogel subsp. elegans","Platypodium elegans","MG/ES"
109828,"Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz","Libidibia ferrea","MG/ES"
109865,"Platymiscium floribundum var. latifolium (Benth.) Benth.","Platymiscium floribundum","MG"
110083,"Mollinedia jorgearum Peixoto","Mollinedia jorgearum","MG"
110226,"Anaxagorea dolichocarpa Sprague & Sandwith","Anaxagorea dolichocarpa","MG/ES"
